station_abbr,station_name,station_canton,station_wigos_id,station_type_de,station_type_fr,station_type_it,station_type_en,station_dataowner,station_data_since,station_height_masl,station_height_barometer_masl,station_coordinates_lv95_east,station_coordinates_lv95_north,station_coordinates_wgs84_lat,station_coordinates_wgs84_lon,station_exposition_de,station_exposition_fr,station_exposition_it,station_exposition_en,station_url_de,station_url_fr,station_url_it,station_url_en,station_id,nb_jours_observes,cumul_septembre_2026_mm,moyenne_quotidienne_mm
GTT,Guttannen,BE,0-756-0-GTT,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.08.1876,1055,NA,2665297,1167601,46.656444,8.291717,Tal,Vallée,Valle,valley,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=GTT,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=GTT,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=GTT,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=GTT,GTT,21,40.5,1.93
HIW,Hinwil,ZH,0-756-0-HIW,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1961,539,NA,2703874,1240717,47.309147,8.812358,Ebene,Plaine,Pianura,plain,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=HIW,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=HIW,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=HIW,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=HIW,HIW,21,34.6,1.65
HUT,Huttwil,BE,0-756-0-HUT,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.05.1971,633,NA,2630261,1218189,47.114003,7.837364,Ebene,Plaine,Pianura,plain,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=HUT,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=HUT,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=HUT,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=HUT,HUT,21,10.2,0.49
INN,Innerthal,SZ,0-756-0-INN,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1961,903,NA,2712080,1218326,47.106439,8.915283,Südhang,Versant sud,Versante meridionale,southern oriented slope,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=INN,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=INN,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=INN,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=INN,INN,21,43.8,2.09
JON,Jona,SG,0-756-0-JON,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1961,410,NA,2706761,1231290,47.223908,8.848289,Ebene,Plaine,Pianura,plain,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=JON,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=JON,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=JON,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=JON,JON,21,37,1.76
KAI,"Kaiserstuhl, AG",AG,0-756-0-KAI,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1901,361,NA,2673335,1269333,47.570603,8.413231,Ebene,Plaine,Pianura,plain,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=KAI,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=KAI,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=KAI,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=KAI,KAI,21,13,0.62
KAS,Kandersteg,BE,0-756-0-KAS,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.08.1899,1178,NA,2618313,1149198,46.493842,7.677167,Tal,Vallée,Valle,valley,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=KAS,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=KAS,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=KAS,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=KAS,KAS,21,33.4,1.59
KIE,Kiental,BE,0-756-0-KIE,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,Kt. BE,01.01.1901,930,NA,2622110,1159075,46.582575,7.727097,Tal,Vallée,Valle,valley,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=KIE,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=KIE,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=KIE,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=KIE,KIE,21,44.8,2.13
KIS,Kiesen,BE,0-756-0-KIS,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1972,535,NA,2610256,1185527,46.820811,7.573036,Ebene,Plaine,Pianura,plain,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=KIS,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=KIS,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=KIS,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=KIS,KIS,21,19.2,0.91
KLA,Klosters,GR,0-756-0-KLA,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1864,1186,NA,2786858,1193366,46.865153,9.889703,Tal,Vallée,Valle,valley,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=KLA,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=KLA,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=KLA,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=KLA,KLA,21,36.7,1.75
KUE,"Küsnacht, ZH",ZH,0-756-0-KUE,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1900,413,NA,2686703,1240572,47.310325,8.585281,Ebene,Plaine,Pianura,plain,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=KUE,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=KUE,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=KUE,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=KUE,KUE,21,29,1.38
LAB,Langenbruck,BL,0-756-0-LAB,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.05.1882,731,NA,2624250,1244720,47.352886,7.759594,Osthang,Versant est,Versante orientale,eastern oriented slope,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=LAB,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=LAB,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=LAB,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=LAB,LAB,21,17.4,0.83
LAP,Laupen,BE,0-756-0-LAP,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1972,483,NA,2584905,1196204,46.916764,7.240475,Ebene,Plaine,Pianura,plain,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=LAP,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=LAP,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=LAP,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=LAP,LAP,21,12.9,0.61
LEU,Leukerbad,VS,0-756-0-LEU,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.09.1884,1286,NA,2614083,1135090,46.367036,7.621639,Tal,Vallée,Valle,valley,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=LEU,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=LEU,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=LEU,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=LEU,LEU,21,22,1.05
LGA,Langnau am Albis,ZH,0-756-0-LGA,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.03.1971,535,NA,2682763,1238014,47.287825,8.532708,Osthang,Versant est,Versante orientale,eastern oriented slope,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=LGA,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=LGA,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=LGA,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=LGA,LGA,21,28.3,1.35
LOH,"Lohn, SH",SH,0-756-0-LOH,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.10.1863,585,NA,2692911,1289775,47.751944,8.677636,Südosthang,Versant sud-est,Versante sud-orientale,south-eastern oriented slope,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=LOH,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=LOH,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=LOH,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=LOH,LOH,21,9.2,0.44
LON,Longirod,VD,0-756-0-LON,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.04.1886,900,NA,2509387,1150107,46.496139,6.258281,Anhöhe (30 - 100 m über Talsohle),Butte (30-100 m au-dessus du fond de vallée),Collina (30 - 100 m sopra il fondovalle),height (30-100 m above valley),https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=LON,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=LON,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=LON,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=LON,LON,21,10.8,0.51
LSN,Lausanne,VD,0-756-0-LSN,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1874,601,NA,2538976,1153256,46.527819,6.643267,Südhang,Versant sud,Versante meridionale,southern oriented slope,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=LSN,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=LSN,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=LSN,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=LSN,LSN,21,28.6,1.36
LTB,Lauterbrunnen,BE,0-756-0-LTB,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.08.1899,815,NA,2635851,1160291,46.592917,7.906464,Osthang,Versant est,Versante orientale,eastern oriented slope,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=LTB,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=LTB,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=LTB,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=LTB,LTB,21,30.7,1.46
MAB,Martigny,VS,0-756-0-MAB,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1959,461,NA,2570919,1106546,46.109789,7.062517,Ebene,Plaine,Pianura,plain,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=MAB,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=MAB,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=MAB,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=MAB,MAB,21,19.8,0.94
MAL,Malbun,FL,0-756-0-MAL,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.02.1974,1610,NA,2764703,1219184,47.103161,9.608608,Westhang,Versant ouest,Versante occidentale,western oriented slope,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=MAL,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=MAL,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=MAL,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=MAL,MAL,21,47.7,2.27
MAT,Martina,GR,0-756-0-MAT,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1901,1041,NA,2830465,1196986,46.884011,10.463031,Tal,Vallée,Valle,valley,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=MAT,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=MAT,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=MAT,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=MAT,MAT,21,41.4,1.97
MEV,Mervelier,JU,0-756-0-MEV,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1906,540,NA,2603884,1243975,47.346619,7.490042,Ebene,Plaine,Pianura,plain,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=MEV,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=MEV,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=MEV,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=MEV,MEV,21,12.1,0.58
MGL,Magglingen,BE,0-756-0-MGL,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1959,883,NA,2583037,1221116,47.1408,7.215022,Südosthang,Versant sud-est,Versante sud-orientale,south-eastern oriented slope,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=MGL,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=MGL,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=MGL,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=MGL,MGL,21,9,0.43
MMO,Mormont,JU,0-756-0-MMO,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1889,535,NA,2569727,1254224,47.438111,7.037333,Südosthang,Versant sud-est,Versante sud-orientale,south-eastern oriented slope,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=MMO,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=MMO,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=MMO,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=MMO,MMO,21,8.1,0.39
MSG,Mosogno,TI,0-756-0-MSG,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1901,775,NA,2692799,1117054,46.198544,8.640861,Südhang,Versant sud,Versante meridionale,southern oriented slope,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=MSG,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=MSG,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=MSG,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=MSG,MSG,21,145,6.9
MUR,"Muri, AG",AG,0-756-0-MUR,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1864,577,NA,2667277,1235323,47.265381,8.327608,Osthang,Versant est,Versante orientale,eastern oriented slope,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=MUR,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=MUR,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=MUR,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=MUR,MUR,21,24.1,1.15
NEB,Nesselboden,SO,0-756-0-NEB,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1961,1055,NA,2605295,1232697,47.245169,7.508581,Südhang,Versant sud,Versante meridionale,southern oriented slope,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=NEB,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=NEB,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=NEB,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=NEB,NEB,21,13.5,0.64
OBI,Oberiberg,SZ,0-756-0-OBI,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.10.1883,1075,NA,2701842,1210464,47.037383,8.778656,Tal,Vallée,Valle,valley,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=OBI,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=OBI,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=OBI,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=OBI,OBI,21,56.1,2.67
OED,Ehrendingen,AG,0-756-0-OED,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1961,428,NA,2667833,1262320,47.508125,8.339047,Ebene,Plaine,Pianura,plain,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=OED,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=OED,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=OED,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=OED,OED,21,12.9,0.61
